id,cluster
1,6
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,6
11,1
12,1
13,1
14,6
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,6
23,1
24,1
25,1
26,6
27,6
28,1
29,1
30,1
31,1
32,6
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,6
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,6
57,6
58,1
59,1
60,6
61,1
62,1
63,6
64,1
65,1
66,1
67,6
68,6
69,1
70,1
71,1
72,1
73,6
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,6
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,6
100,1
101,1
102,1
103,1
104,1
105,6
106,1
107,1
108,10
109,1
110,6
111,1
112,1
113,1
114,6
115,1
116,1
117,1
118,1
119,6
120,6
121,1
122,1
123,6
124,6
125,1
126,1
127,1
128,1
129,6
130,1
131,1
132,1
133,1
134,1
135,6
136,1
137,11
138,1
139,1
140,1
141,1
142,6
143,6
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,6
160,1
161,1
162,6
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,6
171,6
172,1
173,6
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,6
187,6
188,1
189,6
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,6
201,6
202,1
203,1
204,6
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,6
213,6
214,6
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,6
225,6
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,6
234,1
235,1
236,1
237,6
238,1
239,6
240,6
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,6
250,1
251,1
252,1
253,6
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,6
263,1
264,1
265,1
266,6
267,1
268,1
269,1
270,1
271,1
272,6
273,6
274,1
275,1
276,1
277,6
278,6
279,1
280,1
281,6
282,1
283,1
284,1
285,1
286,6
287,1
288,1
289,1
290,1
291,1
292,6
293,1
294,1
295,1
296,1
297,1
298,6
299,1
300,1
301,1
302,1
303,1
304,6
305,6
306,1
307,1
308,1
309,6
310,1
311,1
312,1
313,1
314,6
315,1
316,6
317,1
318,1
319,1
320,1
321,1
322,1
323,6
324,6
325,6
326,6
327,1
328,1
329,1
330,1
331,1
332,6
333,6
334,1
335,6
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,6
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,3
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,3
365,1
366,1
367,3
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,10
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,3
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,3
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,3
485,3
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,3
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,3
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,3
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,3
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,3
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,3
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,3
639,1
640,1
641,1
642,3
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,3
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,8
688,8
689,8
690,1
691,1
692,1
693,1
694,1
695,8
696,8
697,8
698,8
699,8
700,1
701,1
702,8
703,1
704,8
705,1
706,8
707,8
708,1
709,8
710,8
711,1
712,8
713,1
714,8
715,1
716,1
717,1
718,1
719,8
720,8
721,1
722,1
723,1
724,1
725,8
726,1
727,8
728,8
729,8
730,1
731,1
732,8
733,1
734,1
735,8
736,1
737,1
738,8
739,8
740,8
741,1
742,1
743,1
744,1
745,1
746,8
747,1
748,8
749,1
750,1
751,1
752,1
753,8
754,1
755,8
756,1
757,1
758,1
759,1
760,1
761,8
762,1
763,1
764,1
765,8
766,1
767,8
768,1
769,1
770,1
771,8
772,1
773,8
774,8
775,8
776,1
777,1
778,8
779,8
780,1
781,8
782,8
783,1
784,1
785,8
786,1
787,1
788,8
789,1
790,1
791,1
792,1
793,8
794,1
795,1
796,1
797,1
798,8
799,1
800,1
801,8
802,1
803,1
804,1
805,1
806,8
807,1
808,8
809,1
810,1
811,8
812,1
813,1
814,1
815,8
816,8
817,1
818,8
819,1
820,8
821,8
822,1
823,1
824,8
825,8
826,1
827,1
828,8
829,8
830,8
831,8
832,1
833,1
834,1
835,8
836,8
837,1
838,1
839,8
840,1
841,8
842,1
843,8
844,1
845,8
846,8
847,1
848,8
849,8
850,8
851,1
852,1
853,1
854,8
855,1
856,1
857,8
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,7
898,14
899,1
900,1
901,1
902,1
903,7
904,1
905,1
906,1
907,18
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,3
917,12
918,10
919,1
920,1
921,1
922,5
923,1
924,1
925,10
926,18
927,1
928,5
929,1
930,1
931,3
932,1
933,14
934,1
935,5
936,1
937,3
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,10
946,1
947,18
948,18
949,3
